Place_Id,Place_Name,Description,Category,City,Price,Rating,Lat,Long
183,Tektona Waterpark,"Tektona Waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya Kolam Ombak dan Kolam Arus, Kolam Anak dan Balita, Semi Olympic serta Mini Slider untuk anak-anak dan Mega Slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. Selain itu wahana Tektona Waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana Tektona Waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan Tektona Waterpark.",Hiburan,Bandung,60000,3.8,-7.0096022,107.6062161
184,Curug Cilengkrang,"Curug Cilengkrang bisa menjadi pilihan tujuan objek wisata alam di Bandung. Menawarkan area hutan sejuk serta area air terjun yang menyegarkan. Meski tidak besar, kawasan air terjun cukup bisa untuk menenangkan dan kembali menyegarkan wisatawan. Seolah bertolak belakang dari hingar bingar kota Bandung. Curug Cilengkrang menawarkan wisata alam yang tenang dan begitu hijau. Air terjun yang mempesona, serta hutan dengan pepohonan yang begitu asri. Dimana, tempat ini juga menjadi habitat hidup berbagai satwa liar yang masih terjaga.",Alam,Bandung,7500,4,-6.8908877,107.7307085
185,Pasar Baru,"Pasar Baru adalah kawasan perdagangan yang berpusat di Jalan Pasar Baru, Kelurahan Pasar Baru, Kecamatan Sawah Besar, Jakarta Pusat. Pusat perbelanjaan ini didirikan pada tahun 1820, dan merupakan pusat perbelanjaan tertua di Jakarta.Ujung selatan Jalan Pasar Baru berbatasan dengan Jalan Antara dan Jalan Pasar Baru Selatan, serta Jalan Pos yang berdekatan dengan Gedung Kesenian Jakarta. Ujung utara Jalan Pasar Baru berbatasan dengan Jalan Kyai Haji Samanhudi, dekat Metro Pasar Baru dan Jalan Gereja Ayam. Di sisi kiri dan kanan Jalan Pasar Baru terdapat toko pakaian, toko tekstil dan tailor, toko alat olahraga dan sepatu, toko kacamata, dan toko perhiasan emas.\nDi Pasar Baru banyak bermukim orang India-Indonesia. Orang India-Indonesia berdagang menjual kain, alat olahraga, dan sepatu di Pasar Baru. Pada tahun 2002 ada sekitar 2.000 keluarga India yang terdaftar sebagai penduduk Jakarta, dan sebagian besar di antara mereka tinggal di pusat kota, khususnya di kawasan Pasar Baru dan Pintu Air. Di kawasan Pasar Baru juga terdapat tempat ibadah masyarakat India-Indonesia.\n\n",Belanja,Bandung,0,4.3,-6.9177044,107.6036014
186,Taman Sejarah Bandung,"Taman Sejarah Bandung adalah taman yang terletak di belakang Balai Kota Bandung, kompleks Pemerintahan Kota Bandung. Taman ini berfungsi untuk mengenalkan sejarah di Kota Bandung. Taman ini dilengkapi informasi mengenai pemimpin kota Bandung dari masa ke masa. Pembangunan taman ini menghabiskan anggaran sekitar 3,5 miliar rupiah.",Budaya,Bandung,0,4.6,-6.9103086,107.6098619
187,Roemah Seni Sarasvati,"Roemah Seni Sarasvati adalah sebuah galeri yang berlokasi di Jl. Jendral Sudirman 137, Bandung. RSS merupakan project utama Sarasvati Arts Management yang dibangun dengan tujuan untuk memperkenalkan berbagai keragaman seni budaya. RSS juga merupakan tempat bertukar gagasan dan kepedulian untuk menciptakan identitas unik bagi Kota Bandung serta merawat kreativitas dan pengetahuan. Salah satu program kerja yang sedang dirancang adalah Grote Postweg Art Project.",Budaya,Bandung,0,4.4,-6.9204173,107.5996425
188,Puspa Iptek Sundial,"Puspa Iptek Sundial adalah wahana pendidikan yang terletak di kawasan Kota Baru Parahyangan, Padalarang, Bandung, Jawa Barat. Puspa Iptek Sundial diresmikan pada tanggal 11 Mei 2002, bertepatan dengan momen Hari Pendidikan Nasional. Keberadaan Puspa Iptek Sundial merupakan upaya penting bagi perwujudan Kota Baru Parahyangan sebagai Kota Mandiri yang berwawasan pendidikan. Mulai tahun 2013 area alat peraga di Puspa Iptek Sundial juga diperluas serta fasilitasnya diperlengkap, seiring dengan semakin tingginya minat dan kepedulian masyarakat terhadap dunia sains dan teknologi.",Hiburan,Bandung,25000,4.4,-6.852208,107.493882
189,Masjid Salman ITB,"Masjid Salman ITB adalah masjid kampus yang terletak di Jalan Ganesha 7, Lebak Siliwangi, Coblong, Kota Bandung atau tepat di depan area Kampus ITB Ganesha. Dengan luas lahan 7800 m2 dan luas bangunan masjid 1225 m2, Masjid Salman dilengkapi dengan berbagai fasilitas penunjang seperti kantin, air minum gratis, mini market, dan ruang serbaguna. Masjid yang dibuka pada tahun 1972 ini merupakan masjid kampus pertama di Indonesia.",Ibadah,Bandung,0,4.8,-6.8936643,107.611271
190,Curug Aseupan,"Curug Aseupan berada di kawasan Curug Tilu Leuwi Opat. Curug ini merupakan bintang utama dari beberapa curug di sini. Jika diceritakan, kecantikannya bisa lah buat mengisi galeri dan feed instagram. Curug ini sendiri berada di Dusun Ciwangan, Kelurahan Cihanjuang rahayu, kecamatan Parangpong, Kabupaten Bandung Barat. Sekitar 9 KM dari Lembang yang jarangnya cukup berdekatan dengan Curug Cimahi. Bukan hanya menyajikan pemandangan air terjun, di sekitar curug juga terdapat area camping ground yang cukup luas.",Alam,Bandung,10000,4.7,-6.7875652,107.5822844
191,Curug Anom,"Curug Anom adalah sebuah air terjun yang memiliki dinding batu atau tebing berbentuk flat, sehingga sekilas terlihat seperti tembok, padahal ini nyata tebing batu yang memiliki permukaan rata dengan ketinggian kurang lebih 30 meter. Lokasi Curug Anom berada dalam kawasan obyek wisata Natural Hill Lembang, tepatnya di Jln. Kolonel Masturi, Kec. Cisarua, Kab. Bandung Barat, Jawa Barat. Meskipun debit air di Curug Anom Lembang ini tidak terlalu besar, namun karena ukuran tebing yang sangat tinggi, maka cipratan air yang jatuh dari atas akan terasa seperti hujan lokal. Aliran air yang jatuh mengikuti permukaan dinding tebing yang rata dan kemudian membentur dasar air terjun terlihat seprti seuntai kain sutra yang menghiasi dinding batu.",Alam,Bandung,0,4.6,-6.8116009,107.5695213
192,Taman Badak,"Taman Badak ini baru saja diresmikan pada tanggan 19 Desember 2017 oleh Bapak Ridwan Kamil sebagai Wali Kota Bandung. Terdapat Patung Badak yang berusia puluhan tahun di taman ini yang menjadi ikonnya. Patung Badak tersebut direvitalisasi, sehingga kini tampilannya baru dan menjadi spot foto favorit bagi para pengunjung. Selain Patung Badak, juga terdapat Patung Dewi Sartika yang berada di samping Taman Badak yang juga turut direvitalisasi, tetapi Patung Dewi Sartika ini bentuk awalnya kecil dan kini telah diperbesar.",Hiburan,Bandung,0,4.5,-6.9132752,107.6094908
193,Taman Film,"Taman Film adalah salah satu taman tematik dan ruang terbuka publik di Kota Bandung yang terletak di bawah Jembatan Pasupati, Bandung, Jawa Barat. Taman ini diresmikan oleh Wali kota Bandung, Ridwan Kamil, pada tanggal 14 September 2014. Taman ini memiliki konsep bioskop terbuka yang modern agar warga dapat beraktivitas di taman dan mendapat sarana menonton film secara gratis. Taman Film dikelola Komunitas Film Bandung dan Dinas Pertamanan Kota Bandung.",Budaya,Bandung,0,4.3,-6.8986869,107.6077451
194,Museum Nike Ardilla,"Museum Nike Ardilla diresmikan atau dibuka untuk umum tepat di hari dimana almarhumah Nike Ardilla jika masih hidup berusia 21 tahun. Diresmikan langsung sendiri oleh pihak keluarga yaitu ayahnya sendiri (Almarhum) R.Eddy Kusnaedi dengan pemotongan kue ulang tahun, dan disaksikan langsung di depan komunitas Nike Ardilla Fans Club. Museum ini menempati sebuah bangunan Rumah yang akan menjadi saksi bisu serta menyimpan segala kenangan Nike Ardilla selama hidupnya, dan populer juga dengan sebutan Rumah Nike Ardilla (RNA). Sahabat traveler’s, Konsep dasar bangunan Rumah Nike Ardilla (RNA) ini adalah merupakan paduan desain yang menyerupai Planet Hollywood, Hard Rock Cafe dan Museum pada umumnya yang biasa kita lihat. Museum Nike Ardilla ini menempati bangunan 2 lantai seluas 500 meter persegi, dimana lantai pertama digunakan sebagai tempat tinggal keluarga almarhumah Nike Ardila. Sementara di lantai 2 Museum, selain digunakan sebagai ruang pamer barang koleksi Nike Ardilla, Aksesoris serta benda-benda pribadi miliknya, anda juga bisa menyaksikan seperti apa sih ruang pribadi berupa kamar Nike Ardilla dengan segala isinya.",Budaya,Bandung,0,4.6,-6.9406015,107.6725445
195,Candi Gedong Songo,"Candi Gedong Songo (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦒꦼꦝꦺꦴꦁ​ꦱꦔ, translit. Candhi Gedhong Sanga) adalah nama sebuah kompleks bangunan candi peninggalan budaya Hindu yang terletak di desa Candi, Kecamatan Bandungan, Kabupaten Semarang, Jawa Tengah, Indonesia tepatnya di lereng Gunung Ungaran. Di kompleks candi ini terdapat sembilan buah candi.\nCandi ini diketemukan oleh Raffles pada tahun 1804 dan merupakan peninggalan budaya Hindu dari zaman Wangsa Syailendra abad ke-9 (tahun 927 masehi).Candi ini memiliki persamaan dengan kompleks Candi Dieng di Wonosobo. Candi ini terletak pada ketinggian sekitar 1.200 m di atas permukaan laut sehingga suhu udara di sini cukup dingin (berkisar antara 19-27 °C)\nLokasi sembilan candi yang tersebar di lereng Gunung Ungaran ini memiliki pemandangan alam yang indah. Selain itu, objek wisata ini juga dilengkapi dengan pemandian air panas dari mata air yang mengandung belerang, area perkemahan, dan wisata berkuda.",Budaya,Semarang,10000,4.5,-7.2098867,110.3421119
196,Grand Maerakaca,"Masyarakat Jawa Tengah mungkin sudah tidak asing dengan nama “Puri Maerokoco”. Taman wisata ini merupakan “Taman Mini” versi Jawa Tengah yang menyajikan replika dan miniatur bangunan khas dari berbagai daerah di Jawa Tengah. Saat ini, Puri Maerakaca sudah berganti nama menjadi Grand Maerakaca. Dengan wahana yang lebih bervariasi, taman rekreasi ini menjadi salah satu destinasi wisata di Semarang yang cocok untuk rekreasi keluarga.",Hiburan,Semarang,15000,4.4,-6.9605225,110.3863941
197,Kampung Pelangi,"Kampung pelangi atau dalam bahasa Inggris disebut Rainbow Village merupakan sebutan untuk daerah atau kampung yang rumah-rumah penduduknya dicat dengan warna-warni. Sebenarnya Kampung Pelangi pada awalnya merupakan daerah kumuh yang dikemudian secara kreatif diubah menjadi daerah yang menarik untuk dijadikan sebagai destinasi wisata, terutama bagi masyarakat yang senang atau sedang mencari spot yang menarik untuk mengabadikan momen.\nBanyak daerah-daerah di Indonesia, terutama di jawa memliki tempat yang disebut Kampung pelangi, antara lain di Malang, Semarang, Jakarta, Bandung, dan kota-kota lainnya. Contoh kampung seperti ini yaitu, kampung warna-warni di Jodipan dan Tridi, Kota Malang, Jawa Timur.",Hiburan,Semarang,3000,4.3,-6.9888812,110.4083781
198,Lawang Sewu,"Lawang Sewu (""Seribu Pintu"") (bahasa Jawa: ꦭꦮꦁ​ꦱꦺꦮꦸ, translit. Lawang Sèwu) adalah landmark di Semarang, Jawa Tengah, Indonesia, yang dibangun sebagai kantor pusat Perusahaan Kereta Api Hindia Belanda. Bangunan era kolonial terkenal sebagai rumah berhantu dan lokasi syuting, meskipun pemerintah kota Semarang telah berusaha mengubah citra itu.",Budaya,Semarang,10000,4.6,-6.9839099,110.4104342
199,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.",Hiburan,Semarang,0,3.9,-7.0205245,110.3754605
200,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Alam,Semarang,3000,4.3,-7.0296837,110.3999611
201,Taman Kasmaran,"Taman Kasmaran terletak di sebelah kiri Pasar Bunga. Gedung food court dan Taman Kasmaran dibangun dua lantai. Lantai bawah utuk spot dijadikan wisata kuliner, sementara lantai atas menjadi taman. Tidak sekadar taman biasa, Taman Kasmaran itu dilengkapi dengan pemandangan yang amat menarik dengan background Kampung Pelangi. Taman Kasmaran cukup luas, dilengkapi perabotan kursi dan meja ala kafe. Lokasi baru ini diyakini akan menjadi spot alternatif selfie terbaru di Kota Semarang.",Hiburan,Semarang,3000,4.5,-6.9909404,110.4065932
202,Pantai Baruna,"kunjungi Pantai Baruna yang berada di Kota Semarang, Jawa Tengah! Pantai yang satu ini akan memberikan pengalaman wisata yang berbeda. Pasalnya, di sini tidak ada hamparan pasir. Memang Pantai Baruna merupakan objek wisata ‘tidak resmi’ milik Kota Semarang. Pantai ini berada di belakang kawasan pabrik semen. Sehingga tidak ada kepadatan wisatawan atau tempat berselancar di sini. Yang ada hanyalah hamparan padang rumput dan ilalang di hadapan Laut Jawa yang tenang.",Alam,Semarang,3000,4,-6.9451052,110.3982398
203,Kampoeng Djadhoel Semarang,"Kampoeng Djadhoel terletak di Kampung Batik Semarang tepatnya di Kampung Batik Tengah RT 04/ RW 02 Kelurahan Rejomulyo, Kecamatan Semarang Timur. Penamaan Kampoeng Djadhoel ini tercetus sejak 18 Desember 2016 oleh Ignatius Luwiyanto (50) warga Kampung Batik Tengah. Sejarah Indonesia menjadi latar belakang penamaan KampoengDjadhoel.",Budaya,Semarang,10000,4.7,-6.9687731,110.4319505
204,Indonesia Kaya Park,"Lokasi Taman Indonesia Kaya yang berada di pusat kota Semarang, membuat taman seluas 5.000 meter persegi ini bisa difungsikan sebagai wadah berkesenian komunitas seniman Jawa Tengah. Di sini ada Panggung Budaya yang dibangun dengan dua sisi yang semuanya bisa digunakan. Lalu ada Taman Pandawa Lima yang dibuat oleh Komroden Haro, Pelataran Penikmat Seni, Amphitheater, Area Hijau, Gerbang Mural karya lima seniman muda Semarang, dan tak ketinggalan ada Air Mancur Menari. Air Mancur Menari ini dibangun oleh Pemerintah Kota Semarang yang dapat bergerak mengikuti alunan musik klasik dan lagu-lagu perjuangan Indonesia. Air Mancur Menari tersebut dijadwalkan akan menyala setiap hari pada pukul 19.00 - 20.00 dan sampai pukul 21.00 di akhir pekan.",Hiburan,Semarang,0,4.6,-6.9923507,110.4201162
205,Taman Pandanaran,"Dalam sejarah yang tercatat, dulunya tempat ini merupakan kawasan SPBU yang tak begitu laku. Bekas SPBU tersebut dirombak total menjadi sebuah taman. Konon, luas tanah 600 meter persegi tersebut direnovasi menjadi taman dengan dana sekitar Rp1,8 M. Taman Pandanaran ini beralamatkan di Jalan Pandanaran, Mugassari, Semarang Selatan. Tepatnya, berada di pertigaan antara Jalan Pandanaran dan Jalan MH.Thamrin. Sayangnya, untuk mendapatkan parkir di sini cukup susah. Beberapa pengunjung bahkan harus memarkirkan kendaraannya di depan warung makan di sekitaran taman.",Hiburan,Semarang,0,4.4,-6.9877936,110.4172262
206,Pura Giri Natha,"Awal berdirinya Pura Agung Giri Natha tidak terlepas dari hadirnya pemeluk umat Hindu dari berbagai daerah yang mulai berdatangan dan menetap di Semarang. Sebelum menetap, umat Hindu yang ada di Semarang awalnya datang untuk bekerja dan mencari ilmu. Sekitar tahun 1967/1968 para pemeluk agama Hindu yang ada di Semarang mengusulkan kepada pemerintah Semarang, untuk dibangunnya tempat peribadatan. Karena sebelumnya umat Hindu ketika melaksanakan sembahyang lokasinya dari rumah ke rumah. Setuju dengan usulan tersebut, akhirnya pemerintah Semarang memberikan pilihan beragam lokasi yang sekira tepat dan pas untuk dibangun sebuah tempat suci yakni pura.",Budaya,Semarang,20000,4.7,-6.9984759,110.4106468
207,Wisata Mangrove Tapak,"Wisata hutan mangrove Semarang hampir tak pernah sepi dikunjungi wisatawan. Tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan-jalan menapaik selasar kayu. Obyek ini pun juga instagramable dan pas dibagikan di sosmed, bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi.",Alam,Semarang,5000,4.3,-6.9685618,110.3459696
208,Old City 3D Trick Art Museum,"Destinasi wisata kekinian satu ini memang tengah naik daun di banyak kota termasuk Semarang. Salah satunya Old City 3D Trick Art Museum, museum dengan tema Seni 3 Dimensi yang menyuguhkan sensasi berbeda dari museum biasa. Karena di dalamnya dipamerkan aneka karya seni 3 dimensi yang atraktif untuk berfoto. Destinasi wisata ini masih terus ramai kunjungan lantaran terus berinovasi. Setiap 3 bulan sekali, pihak pengelola akan mengganti tema atau instalasi karya seninya sehingga pengunjung bisa datang berkali-kali tanpa bosan.",Budaya,Semarang,50000,4.4,-6.9684064,110.4261995
209,Semarang Contemporary Art Gallery,Salah satu wisata yang berbau seni di Semarang bisa kamu temukan di kawasan Kota Lama yakni Semarang Contemporary Art Gallery atau lebih mudahnya disebut sebagai Galsem yang berarti Galeri Semarang. Semarang Gallery ini adalah salah satu museum seni yang cukup terkenal dan sampai saat ini masih sangat populer di kalangan wisatawan terutama para pecinta seni. Karya-karya seni yang dipamerkan disini merupakan hasil tangan dingin para seniman handal dari seluruh penjuru Nusantara.,Budaya,Semarang,10000,4.6,-6.9675,110.4282
210,Umbul Sidomukti,"Kawasan wisata umbul Sidomukti merupakan salah satu Wisata Alam Pegunungan di Semarang, berada di Desa Sidomukti Kecamatan Bandungan Kabupaten Semarang. Kawasan wisata ini dengan didukung fasiltas & Servis: Outbond Training, Adrenalin Games, Taman Renang Alam, Camping Ground, Pondok Wisata, Pondok Lesehan, serta Meeting Room.",Alam,Semarang,75000,4.6,-7.1945903,110.3733583
211,Saloka Theme Park,"SALOKA hadir sebagai taman rekreasi terbesar di Tengah Jawa yang masuk dalam daftar destinasi wisata Pesona Indonesia, serta mengusung konsep kearifan lokal berdasarkan legenda rakyat Baru Klinthing.",Hiburan,Semarang,150000,4.4,-7.2807262,110.4595539
212,Wisata Alam Wana Wisata Penggaron,"Berada sekitar 2 KM dari Kota Ungaran atau sekitar 18 KM dari Kota Semarang, Kawasan Wana Wisata Penggaron secara administratif berada di Desa Susukan, Kecamatan Ungaran, Kabupaten semarang. Area ini merupakan salah satu hutan binaan Kesatuan Bisnis Mandiri Wisata, Benih dan Usaha Lain (KBM WBU I) Perum Perhutani Unit I Jateng. Wana Wisata Penggaron atau Wisata Alam Wana Wisata Penggaron merupakan sebuah tempat wisata hutan yang bisa anda gunakan untuk berlibur bersama keluarga anda, salah satunya untuk camping. Tempat ini banyak di jadikan sebagai tempat untuk camping atau berlibur oleh masyarakat Semarang. Wana Wisata Penggaron sebuah hutan yang eksotis, sayangnya surga di kota semarang ini jarang tersentuh mata. Bagi pengunjung yang bertanya kepada penjaga loket, dengan jawaban yang sederhana dan apa adanya “hutan biasa yang sering dipake kemah, tidak ada yang istimewa”, tentunya akan merasa kecewa.",Alam,Semarang,10000,4.1,-7.1157969,110.4217966
213,Masjid Kapal Semarang,"Masjid Safinatun Najah atau pengunjung biasa menyebutnya dengan Masjid Kapal Semarang kini menjadi wisata religi yang ramai dikunjungi saat bulan Ramadan. Masjid yang berlokasi di berlokasi di Jalan Kyai Padak, Podorejo, Kec. Ngaliyan, Kota Semarang mulai ramai didatangi pengunjung saat menjelang buka puasa. Umumnya tujuan utama mereka yang datang kesini untuk beribadah, selain itu juga ada yang berburu foto serta berkuliner di sekitar kawasan masjid.",Ibadah,Semarang,0,4.1,-7.0187782,110.2937134
214,Taman Bunga Celosia,"Wisata Semarang menawarkan berbagai tempat wisata menarik. Salah satunya yaitu berkunjung ke Taman Bunga Celosia Bandungan. Lokasinya berada di kaki Gunung Ungaran, Semarang. Menawarkan pemandangan sekitar yang alami dengan panorama pegunungan Ungaran merupakan daya tarik utama taman rekreasi ini. Begitu sampai di sini area parkir yang luas langsung menyambut dan tak ketinggalan gapura selamat datang. Sepanjang perjalanan menuju ke loket tiket, terdapat pagar berbentuk pensil raksasa warna warni. Sebagai tambahan di sekitar pagar terdapat bunga warna-warni yang menghiasi perjalanan menuju loket masuk.",Alam,Semarang,25000,4.3,-7.2255041,110.3463166
215,Air Terjun Kali Pancur,"Kali Pancur Getasan merupakan kawasan wisata alam Air Terjun Kali Pancur ini berada di Desa Nogosaren, Kecamatan Getasan, Kabupaten Semarang, sekitar 14 km sebelah barat Kota Salatiga. Untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum, jadi harus membawa kendaraan sendiri.",Alam,Semarang,5000,4.1,-7.3580963,110.4210681
216,Wisata Kampung Krisan Clapar,"Wisata Kampung Krisan Gemah Ripah di Dusun Clapar Desa Duren Kecamatan Bandungan Kabupaten Semarang bisa jadi altenatif liburan. Di tempat ini terhampar kebun bunga warna warni yang memesona. Itu adalah kompleks wisata perkebunan bunga krisan beragam varietas. Setidaknya ada 20 varietas yang dikembangkan oleh Kelompok Tani Gemah Ripah sejak dua tahun terakhir ini. Dan objek tersebut mulai dibuka untuk umum sebagai jujukan wisatawan pada 6 November 2016. Di atas lahan terasering seluas sekitar 12 hektar itu, Anda bakal diajak berkeliling di kebun bunga krisan yang khusus untuk kunjungan wisatawan di luasan lahan 6,5 hektar. Setidaknya ada 3 kebun yang disiapkan pihak pengelola untuk pengunjung.",Hiburan,Semarang,10000,4.1,-7.2141582,110.3769541
217,Pantai Maron,"Pantai Maron (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦩꦫꦺꦴꦤ꧀, translit. Pasisir Maron) yang terletak di sebelah barat Semarang, tepatnya di sekitar muara Sungai Silandak ini, bisa ditempuh dari dua tempat, yaitu dari Bandara Ahmad Yani atau dari Perumahan Graha Padma, Krapyak. Kira-kira berjarak 3 km dari jalan raya kita sudah bisa sampai di lokasi. Jika menggunakan kendaraan bisa ditempuh sekitar 10 menit. Namun jika ingin jalan kaki, dari ujung perumahan Graha Padma saja bisa memakan waktu 30 menit.\nNama Maron sendiri konon karena pantai ini masih merupakan milik Penerbangan TNI Angkatan Darat (Penerbad), karena merah maroon merupakan warna khas baret Penerbad, maka pantai ini disebut Pantai Maron. Memang kurang jelas siapa yang mengelola Pantai Maron. Yang jelas setiap masuk pantai Maron kita cukup membayar 2 ribu rupiah, untuk biaya parkir.\nJika berkunjung ke Pantai Maron pada Sabtu Sore, Minggu Pagi, Minggu Sore, atau hari-hari libur, bisa dipastikan banyak wisatawan dari area Semarang maupun luar kota. Bahkan bisa dikatakan tidak kalah dari jumlah pelancong di Parangtritis, Yogyakarta ataupun Kuta, Bali. Hampir setiap sudut pantai dan warung-warung di tepi pantai penuh oleh pengunjung.",Alam,Semarang,5000,3.4,-6.9545687,110.3600951
218,Gua Maria Kerep Ambarawa,"Gua Maria Kerep (Gua Maria Kerep Ambarawa, disinglkat GMKA), adalah sebuah tempat ziarah yang terletak di Jalan Tentara Pelajar, Kelurahan Panjang, Ambarawa. Tempat ini adalah tempat yang cukup baik untuk berdoa, berziarah, dan menyegarkan diri. Jaraknya sekitar 500 m dari Terminal Ambarawa. Karena jauh dari jalan raya, maka daerah ini cukup tenang. Dari tempat ini dapat terlihat pemandangan Gunung Telomoyo, Gunung Merbabu, dan Danau Rawa Pening. Gua Maria Kerep memiliki fasilitas bagi para peziarah, antara lain Jalan Salib, Tempat Doa Lesehan, Gereja, dan sebuah taman.",Alam,Semarang,2000,4.8,-7.2552364,110.3991897
219,Museum Kereta Ambarawa,"Museum Kereta Api Ambarawa (bahasa Inggris: Indonesian Railway Museum, Ambarawa) adalah sebuah stasiun kereta api yang sudah dialihfungsikan menjadi sebuah museum serta merupakan museum perkeretaapian pertama di Indonesia. Museum ini memiliki koleksi kereta api yang pernah berjaya pada zamannya. Museum ini secara administratif berada di Desa Panjang, Ambarawa, Semarang. Museum yang terletak pada ketinggian +474,40 meter ini termasuk dalam Daerah Operasi IV Semarang dan dikelola oleh Unit Pusat Pelestarian dan Desain Arsitektur PT Kereta Api Indonesia bekerja sama dengan Pemerintah Provinsi Jawa Tengah.",Budaya,Semarang,10000,4.5,-7.2645989,110.4046017
220,Hutan Pinus Kayon,"Tak dipungkiri Hutan Pinus Kayon Getasan dekat Salatiga ini memang merupakan salah satu tempat wisata yang indah dan memanjakan mata. Pengunjung akan disuguhkan dengan jajaran hutan pinus yang rapi dan asri. Deretan pohon ini pun memang memikat dan tentunya Hutan pinus Kayon atau disebut Hutan pinus Kalipasang bisa menjadi salah satu alternatif wisata keluarga. Selain disana sudah terbilang komplit, jalan-jalan di dalam hutan pun sudah berupa cor. Dengan demikian, tentunya makin memanjakan pengunjung saat explorasi kawasan wisata ini.",Alam,Semarang,6000,4.4,-7.395606,110.4517727
221,Kota Lama Semarang,"Kota Lama Semarang (bahasa Jawa: ꦏꦸꦛ​ꦭꦩ​ꦱꦼꦩꦫꦁ, translit. Kutha Lama Semarang) adalah suatu kawasan di Semarang yang menjadi pusat perdagangan pada abad 19-20 . Pada masa itu, untuk mengamankan warga dan wilayahnya, kawasan itu dibangun benteng, yang dinamai benteng Vijhoek. Untuk mempercepat jalur perhubungan antar ketiga pintu gerbang dibenteng itu maka dibuat jalan-jalan perhubungan, dengan jalan utamanya dinamai: Heeren Straat. Saat ini bernama Jl. Let Jen Soeprapto. Salah satu lokasi pintu benteng yang ada sampai saat ini adalah Jembatan Berok, yang disebut De Zuider Por.\nKawasan Kota Lama Semarang disebut juga Outstadt. Luas kawasan ini sekitar 31 hektare. Dilihat dari kondisi geografi, tampak bahwa kawasan ini terpisah dengan daerah sekitarnya, sehingga tampak seperti kota tersendiri dengan julukan ""Little Netherland"". Kawasan Kota Lama Semarang ini merupakan saksi bisu sejarah Indonesia masa kolonial Belanda lebih dari 2 abad, dan lokasinya berdampingan dengan kawasan ekonomi. Di tempat ini ada sekitar 50 bangunan kuno yang masih berdiri dengan kukuh dan mempunyai sejarah Kolonialisme di Semarang. Secara umum karakter bangunan di wilayah ini mengikuti bangunan-bangunan di benua Eropa sekitar tahun 1700-an. Hal ini bisa dilihat dari detail bangunan yang khas dan ornamen-ornamen yang identik dengan gaya Eropa. Seperti ukuran pintu dan jendela yang luar biasa besar, penggunaan kaca-kaca berwarna, bentuk atap yang unik, sampai adanya ruang bawah tanah.Seperti kota-kota lainnya yang berada di bawah pemerintahan kolonial Belanda, dibangun pula benteng sebagai pusat militer. Benteng ini berbentuk segi lima dan pertama kali dibangun di sisi barat kota lama Semarang saat ini. Benteng ini hanya memiliki satu gerbang di sisi selatannya dan lima menara pengawas. Masing-masing menara diberinama: Zeeland, Amsterdam, Utrecht, Raamsdonk dan Bunschoten. Pemerintah Belanda memindahkan permukiman Tionghoa pada tahun 1731 di dekat permukiman Belanda, untuk memudahkan penga- wasan terhadap segala aktivitas orang Tionghoa. Oleh sebab itu, Benteng tidak hanya sebagai pusat militer, tetapi juga sebagai menara pengawas bagi segala aktivitas kegiatan orang Tionghoa.\nKota Lama menjadi salah satu ikon primadona bagi warga Kota Semarang sampai Mancanegara turut datang ke Kota Lama ini. Rencananya Kota Lama Semarang akan diajukan oleh Situs Warisan Dunia UNESCO.",Budaya,Semarang,0,4.7,-6.9681399,110.4278611
